varname,varlabel,vartype,keep,is_factor,discretize,brr,round,type,restricted,reserve
S4WHENAPPLY,S4 B02 When applied to college,F2 student instrument,0,0,0,0,F2,S4,0,
S4CLGAPPNUM,S4 B03 Number of colleges applied to when first applied,F2 student instrument,0,0,0,0,F2,S4,1,
S4ATNDCLGAPP,S4 B04 Attended one of first colleges applied to,F2 student instrument,0,0,0,0,F2,S4,0,
S4CLGID,S4 B05 IPEDS ID: college attended when first applied,F2 student instrument,0,0,0,0,F2,S4,1,
S4CLGAPPID1,S4 B06 IPEDS ID: Other college applied to when first applied - 1,F2 student instrument,0,0,0,0,F2,S4,1,
S4CLGAPPID2,S4 B07 IPEDS ID: Other college applied to when first applied - 2,F2 student instrument,0,0,0,0,F2,S4,1,
S4CHOICEAPP,S4 B08A First choice among colleges applied to,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHOICEAPP_I,S4 B08A_I First choice among colleges applied to - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHOICEAPPID,S4 B08B First choice among colleges applied to - IPEDS ID,F2 student instrument,0,0,0,0,F2,S4,1,
S4CHOICEAPPID_I,S4 B08B_I First choice among colleges applied to - IPEDS ID - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,1,
S4APPSTATUS1,S4 B09A Outcome of first (other) application,F2 student instrument,0,0,0,0,F2,S4,0,
S4APPSTATUS2,S4 B09B Outcome of second (other) application,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHOICEACC,S4 B10A First choice among colleges accepted to,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHOICEACC_I,S4 B10A_I First choice among colleges accepted to - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHOICEACCID,S4 B10B First choice among colleges accepted to - IPEDS ID,F2 student instrument,0,0,0,0,F2,S4,1,
S4CHOICEACCID_I,S4 B10B_I First choice among colleges accepted to - IPEDS ID - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,1,
S4REPUTATION,S4 B11A Importance of academic quality when choosing first college attended,F2 student instrument,0,0,0,0,F2,S4,0,
S4COSTATTEND,S4 B11B Importance of cost of attendance when choosing first college attended,F2 student instrument,0,0,0,0,F2,S4,0,
S4OFFERSFIELD,S4 B11C Importance of program offered when choosing first college attended,F2 student instrument,0,0,0,0,F2,S4,0,
S4EVRATNDCLG,S4 B12 Ever attended college by the end of February 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4EVRATNDCLG_I,S4 B12_I Ever attended college by the end of February 2016 - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4NOENRACAD,S4 B13A Never attended college: academic reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4NOENRFAM,S4 B13B Never attended college: personal or family reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4NOENRFIN,S4 B13C Never attended college: financial reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4NOENRWRK,"S4 B13D Never attended college: work, military, career reasons",F2 student instrument,0,0,0,0,F2,S4,0,
S4NOENRNONE,S4 B13E Never attended college: reason not listed,F2 student instrument,0,0,0,0,F2,S4,0,
S4CLGATNDNUM,S4 B14 Number of colleges attended by the end of February 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4BREAKACAD,S4 B15A Took break between high school and college: academic reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4BREAKFAM,S4 B15B Took break between high school and college: personal or family reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4BREAKFIN,S4 B15C Took break between high school and college: financial reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4BREAKWRK,"S4 B15D Took break between high school and college: work, military, career",F2 student instrument,0,0,0,0,F2,S4,0,
S4BREAKNONE,S4 B15E Took break between high school and college: reason not listed,F2 student instrument,0,0,0,0,F2,S4,0,
S4CLGFTPT,S4 B16 Enrolled full-time or part-time in college,F2 student instrument,0,0,0,0,F2,S4,0,
S4TRANSFERCLG,S4 B17 Ever left one college for another,F2 student instrument,0,0,0,0,F2,S4,0,
S4TRANSFERACAD,S4 B18A Changed colleges: academic reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4TRANSFERFAM,S4 B18B Changed colleges: personal or family reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4TRANSFERFIN,S4 B18C Changed colleges: financial reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4TRANSFERWRK,"S4 B18D Changed colleges: work, military, career reasons",F2 student instrument,0,0,0,0,F2,S4,0,
S4TRANSFERNONE,S4 B18E Changed colleges: reason not listed,F2 student instrument,0,0,0,0,F2,S4,0,
S4LEFTACAD,S4 B19A Left college without completing: academic reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4LEFTFAM,S4 B19B Left college without completing: personal or family reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4LEFTFIN,S4 B19C Left college without completing: financial reasons,F2 student instrument,0,0,0,0,F2,S4,0,
S4LEFTWRK,"S4 B19D Left college without completing: work, military, career reasons",F2 student instrument,0,0,0,0,F2,S4,0,
S4LEFTNONE,S4 B19E Left college without completing: reason not listed,F2 student instrument,0,0,0,0,F2,S4,0,
S4BACHELOR3YRS,S4 B20 Plans to enroll in a bachelor's program within the next three years,F2 student instrument,0,0,0,0,F2,S4,0,
S4EDUEXP,S4 B21 Highest level of education expected,F2 student instrument,0,0,0,0,F2,S4,0,
S4EDUEXPPAR,S4 B22 Highest level of education expected by parents,F2 student instrument,0,0,0,0,F2,S4,0,
S4MLEARN,S4 B23A Most people can learn to be good at math,F2 student instrument,0,0,0,0,F2,S4,0,
S4MBORN,S4 B23B Have to be born with the ability to be good at math,F2 student instrument,0,0,0,0,F2,S4,0,
S4SLEARN,S4 B23C Most people can learn to be good at science,F2 student instrument,0,0,0,0,F2,S4,0,
S4SBORN,S4 B23D Have to be born with the ability to be good at science,F2 student instrument,0,0,0,0,F2,S4,0,
S4MPERSON1,S4 B24A Sees self as a math person,F2 student instrument,0,0,0,0,F2,S4,0,
S4MPERSON2,S4 B24B Others see as a math person,F2 student instrument,0,0,0,0,F2,S4,0,
S4SPERSON1,S4 B24C Sees self as a science person,F2 student instrument,0,0,0,0,F2,S4,0,
S4SPERSON2,S4 B24D Others see as a science person,F2 student instrument,0,0,0,0,F2,S4,0,
S4TPERSON1,S4 B25A Sees self as good at solving problems using computers,F2 student instrument,0,0,0,0,F2,S4,0,
S4TPERSON2,S4 B25B Others see as good at solving problems using computers,F2 student instrument,0,0,0,0,F2,S4,0,
S4EPERSON1,S4 B25C Sees self as good at figuring out how mechanical/electrical things work,F2 student instrument,0,0,0,0,F2,S4,0,
S4EPERSON2,S4 B25D Others see as good at figuring out how mechanical/electrical things work,F2 student instrument,0,0,0,0,F2,S4,0,
S4FIELD,S4 B26A Major most seriously considered initially,F2 student instrument,0,0,0,0,F2,S4,1,
S4FIELD2,S4 B26B 2-digit CIP code of major most seriously considered initially,F2 student instrument,0,0,0,0,F2,S4,0,
S4FIELD6,S4 B26C 6-digit CIP code of major most seriously considered initially,F2 student instrument,0,0,0,0,F2,S4,1,
S4DECLAREMAJ,S4 B27 Has declared major for Feb 2016/most recent degree/certificate,F2 student instrument,0,0,0,0,F2,S4,0,
S4DECIDMAJ,S4 B28 Has decided upon major for Feb 2016/most recent degree/certificate,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJENJOY,S4 B29A Chose reference major: enjoy the courses,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJDOWELL,S4 B29B Chose reference major: do well in the courses,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJEARNING,S4 B29C Chose reference major: high earning potential,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJBALANCE,S4 B29D Chose reference major: balance work/personal life,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJEMPLOY,S4 B29E Chose reference major: employment opportunities,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJCONTRIB,S4 B29F Chose reference major: to contribute to society,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJENCRG,S4 B29G Chose reference major: someone encouraged chosen major,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJMAINRSN,S4 B30 Main reason chose reference major,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJMAINRSN_I,S4 B30_I Main reason chose reference major - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNAVAIL,S4 B31A Changed major: initially considered major not available,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNENJOY,S4 B31B Changed major: did not enjoy initially considered major courses,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNDOWELL,S4 B31C Changed major: did not do well in initially considered major courses,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNEARNING,S4 B31D Changed major: lower earning of initially considered major grads,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNBALANCE,S4 B31E Changed major: work-life balance hard for initial considered major grads,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNEMPLOY,S4 B31F Changed major: not enough jobs for initially considered major grads,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNCONTRIB,S4 B31G Changed major: initially considered major unlikely contribute to society,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNENCRG,S4 B31H Changed major: someone discouraged initially considered major,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNFITIN,S4 B31I Changed major: did not fit in with people in initially considered major,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGNSCHED,S4 B31J Changed major: initially considered major course schedule got in way,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGINTEREST,S4 B31K Changed major: became more interested in chosen major,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGJOBRSN,S4 B31L Changed major: liked job opportunities for chosen major better,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGMAINRSN,S4 B32 Main reason for changing majors,F2 student instrument,0,0,0,0,F2,S4,0,
S4CHGMAINRSN_I,S4 B32_I Main reason for changing majors - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4MAJCHGNUM,S4 B33 Number of times changed major for reference degree/certificate,F2 student instrument,0,0,0,0,F2,S4,0,
S4MTHCOURSE,S4 B34A Took math department courses since high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4SCICOURSE,S4 B34B Took natural science courses since high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4CSICOURSE,S4 B34C Took computer science or tech department courses since high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4ENGCOURSE,S4 B34D Took engineering department courses since high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4MTHMF,S4 B35A Instructors treat male and female students differently: math department,F2 student instrument,0,0,0,0,F2,S4,0,
S4SCIMF,S4 B35B Instructors treat male and female students differently: science dept,F2 student instrument,0,0,0,0,F2,S4,0,
S4CSIMF,S4 B35C Instructors treat male and female students differently: comp sci dept,F2 student instrument,0,0,0,0,F2,S4,0,
S4ENGMF,S4 B35D Instructors treat male and female students differently: engineering dept,F2 student instrument,0,0,0,0,F2,S4,0,
S4MTHRC,S4 B36A Instructors treat students of different races differently: math,F2 student instrument,0,0,0,0,F2,S4,0,
S4SCIRC,S4 B36B Instructors treat students of different races differently: science,F2 student instrument,0,0,0,0,F2,S4,0,
S4CSIRC,S4 B36C Instructors treat students of different races differently: computer sci,F2 student instrument,0,0,0,0,F2,S4,0,
S4ENGRC,S4 B36D Instructors treat students of different races differently: engineering,F2 student instrument,0,0,0,0,F2,S4,0,
S4REMEDIAL,S4 B37 Took remedial courses since high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4HELPCRSEVER,S4 B38 Requested help for college course,F2 student instrument,0,0,0,0,F2,S4,0,
S4HELPCRSMTH,S4 B39A Requested help for college course: math,F2 student instrument,0,0,0,0,F2,S4,0,
S4HELPCRSSCI,S4 B39B Requested help for college course: science,F2 student instrument,0,0,0,0,F2,S4,0,
S4HELPCRSCSI,S4 B39C Requested help for college course: computer science/technology,F2 student instrument,0,0,0,0,F2,S4,0,
S4HELPCRSENG,S4 B39D Requested help for college course: engineering,F2 student instrument,0,0,0,0,F2,S4,0,
S4HELPCRSENGL,S4 B39E Requested help for college course: English,F2 student instrument,0,0,0,0,F2,S4,0,
S4HELPCRSOTH,S4 B39F Requested help for college course: other subject not listed,F2 student instrument,0,0,0,0,F2,S4,0,
S4SRVFINAID,S4 B40A Service used:  advice or counseling about financial aid,F2 student instrument,0,0,0,0,F2,S4,0,
S4SRVACAD,S4 B40B Service used: academic support services,F2 student instrument,0,0,0,0,F2,S4,0,
S4SRVCAREER,S4 B40C Service used: career planning or job placement services,F2 student instrument,0,0,0,0,F2,S4,0,
S4SRVNONE,S4 B40D Service used: Did not use any of listed services,F2 student instrument,0,0,0,0,F2,S4,0,
S4RESEARCH,S4 B41A Postsecondary experiences: Research project with faculty member,F2 student instrument,0,0,0,0,F2,S4,0,
S4STUDYABROAD,S4 B41B Postsecondary experiences: Study abroad,F2 student instrument,0,0,0,0,F2,S4,0,
S4COMMSRV,S4 B41C Postsecondary experiences: Community-based project as part of a course,F2 student instrument,0,0,0,0,F2,S4,0,
S4ONLINEPGM,S4 B42 Ever enrolled in program entirely online,F2 student instrument,0,0,0,0,F2,S4,0,
S4ONCAMPUS,S4 B43 Lived on or off campus,F2 student instrument,0,0,0,0,F2,S4,0,
S4ONCAMPUS_I,S4 B43_I Lived on or off campus - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4PRVLOAN,S4 B44 Took out a private loan for college education,F2 student instrument,0,0,0,0,F2,S4,0,
S4PRVLOANAMT,S4 B45 Total amount of private loans for college education,F2 student instrument,0,0,0,0,F2,S4,1,
S4PRVLOANEST,S4 B46 Estimate of total amount of private loans for college education,F2 student instrument,0,0,0,0,F2,S4,0,
S4PRVLOANEST_I,S4 B46_I Estimate of total amount of private loans for college education - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4VETEDBEN,S4 B47A Received veteran's education benefits,F2 student instrument,0,0,0,0,F2,S4,0,
S4EMPSCHLSHIP,S4 B47B Received scholarship/tuition reimbursement from employer/parent employer,F2 student instrument,0,0,0,0,F2,S4,0,
S4PRVSCHLSHIP,S4 B47C Received scholarship from private organization,F2 student instrument,0,0,0,0,F2,S4,0,
S4GOODINVEST,S4 B48 College will be good financial investment,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRKPGM,S4 C01 Participated in work experience program,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRKPGMPAID,S4 C02 Last work experience program paid or unpaid,F2 student instrument,0,0,0,0,F2,S4,0,
S4PROFCERT,S4 C03 Had professional certification or a state or industry license,F2 student instrument,0,0,0,0,F2,S4,0,
S4PROFCERT_I,S4 C03_I Had professional certification or a state or industry license - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRK1213,S4 C04A Worked for pay while attending college: 2012-2013 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRK1314,S4 C04B Worked for pay while attending college: 2013-2014 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRK1415,S4 C04C Worked for pay while attending college: 2014-2015 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRK1516,S4 C04D Worked for pay while attending college: 2015-2016 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRKHRS1213,S4 C05A Hours per week worked while attending college: 2012-2013 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRKHRS1314,S4 C05B Hours per week worked while attending college: 2013-2014 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRKHRS1415,S4 C05C Hours per week worked while attending college: 2014-2015 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRKHRS1516,S4 C05D Hours per week worked while attending college: 2015-2016 school year,F2 student instrument,0,0,0,0,F2,S4,0,
S4STUDOREMP,S4 C06 Primarily student who worked or employee who went to school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WRKINTERFERE,S4 C07 Work schedule interfered with academic performance in college,F2 student instrument,0,0,0,0,F2,S4,0,
S4EVRMILITARY,S4 C08 Served in Armed Forces,F2 student instrument,0,0,0,0,F2,S4,0,
S4MLTSTARTM,S4 C09A Month started military service,F2 student instrument,0,0,0,0,F2,S4,1,
S4MLTSTARTY,S4 C09B Year started military service,F2 student instrument,0,0,0,0,F2,S4,0,
S4MLT16FB,S4 C10 Serving in the military in February 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4MLT16FB_I,S4 C10_I Serving in the military in February 2016 - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4MLTENDM,S4 C11A Month ended military service,F2 student instrument,0,0,0,0,F2,S4,1,
S4MLTENDY,S4 C11B Year ended military service,F2 student instrument,0,0,0,0,F2,S4,1,
S4MLTCOMP,"S4 C12 Military component (active duty, Reserves, National Guard)",F2 student instrument,0,0,0,0,F2,S4,0,
S4MLTGRADE,S4 C13 Highest military pay grade,F2 student instrument,0,0,0,0,F2,S4,0,
S4ARMY,S4 C14A Branch(es) of the military served: Army,F2 student instrument,0,0,0,0,F2,S4,0,
S4AIRFORCE,S4 C14B Branch(es) of the military served: Air Force,F2 student instrument,0,0,0,0,F2,S4,0,
S4MARINES,S4 C14C Branch(es) of the military served: Marines,F2 student instrument,0,0,0,0,F2,S4,0,
S4NAVY,S4 C14D Branch(es) of the military served: Navy,F2 student instrument,0,0,0,0,F2,S4,0,
S4COASTGRD,S4 C14E Branch(es) of the military served: Coast Guard,F2 student instrument,0,0,0,0,F2,S4,1,
S4ACTIVEDUTY,S4 C15 Served on active duty,F2 student instrument,0,0,0,0,F2,S4,0,
S4ACTIVEDUTY_I,S4 C15_I Served on active duty - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4COMBATZN,S4 C16 Served in a combat zone,F2 student instrument,0,0,0,0,F2,S4,0,
S4ANYJOB,S4 C17 Had any jobs for pay since high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4ANYJOB_I,S4 C17_I Had any jobs for pay since high school - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4NUMBERJOBS,S4 C18 Number of jobs for pay since high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKSTARTM,S4 C19A Month started first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKSTARTY,S4 C19B Year started first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKING16FB,S4 C20 Working for pay in any job in February 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKING16FB_I,S4 C20_I Working for pay in any job in February 2016 - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKENDM,S4 C21A Month last worked for pay before February 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKENDY,S4 C21B Year last worked for pay before February 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBTITLE1,S4 C22A Job title of first job after high school,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOBDUTY1,S4 C22B Job duties of first job after high school,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOB21,S4 C22C 2 digit code for first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOB61,S4 C22D 6 digit code for first job after high school,F2 student instrument,0,0,0,0,F2,S4,1,
S4EMPLOYER01,"S4 C23 First employer: self-employed, United States military, other",F2 student instrument,0,0,0,0,F2,S4,0,
S4SAMEJOB1,S4 C24 Worked in same job for same employer in Feb 2016 or last month worked,F2 student instrument,0,0,0,0,F2,S4,0,
S4SAMEJOB1_I,S4 C24_I Worked in same job for same employer in Feb 2016 or last month worked - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBENDM1,S4 C25A Month left first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBENDM1_I,S4 C25A_I Month left first job after high school - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBENDY1,S4 C25B Year left first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBENDY1_I,S4 C25B_I Year left first job after high school - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4OFFWORK1,S4 C26 Took month or more off besides vacation/sick: first job after HS,F2 student instrument,0,0,0,0,F2,S4,0,
S4OFFWORK1_I,S4 C26_I Took month or more off besides vacation/sick: first job after HS - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4EARNAMT1,S4 C27A Amount earned for first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4EARNUNIT1,S4 C27B Amount earned pay period for first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKENR1,S4 C28 Worked while also attending college: first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKENR1_I,S4 C28_I Worked while also attending college: first job after high school - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKHRENR1,S4 C29 Hours worked while attending college: first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKHRENR1_I,S4 C29_I Hours worked while attending college: first job after high school - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKNENR1,S4 C30 Worked while not attending college: first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKNENR1_I,S4 C30_I Worked while not attending college: first job after high school - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKHRNENR1,S4 C31 Hours worked while not attending college: first job after high school,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKHRNENR1_I,S4 C31_I Hours worked while not attending college: first job after high school - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4SAMEJOB2,S4 C32 Worked in same job/for same employer in February 2016/last date worked,F2 student instrument,0,0,0,0,F2,S4,0,
S4SAMEJOB2_I,S4 C32_I Worked in same job/for same employer in February 2016/last date worked - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBTITLE2,S4 C33A February 2016/last job title,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOBTITLE2_I,S4 C33A_I February 2016/last job title - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOBDUTY2,S4 C33B February 2016/last job duties,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOBDUTY2_I,S4 C33B_I February 2016/last job duties - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOB22,S4 C33C 2 digit code for February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOB22_I,S4 C33C_I 2 digit code for February 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOB62,S4 C33D 6 digit code for February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,1,
S4JOB62_I,S4 C33D_I 6 digit code for February 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,1,
S4EMPLOYER02,"S4 C34 February 2016/last job: self-employed, United States military, other",F2 student instrument,0,0,0,0,F2,S4,0,
S4EMPLOYER02_I,"S4 C34_I February 2016/last job: self-employed, United States military, other - logical inference flag",F2 student instrument,0,0,0,0,F2,S4,0,
S4STARTJOBM2,S4 C35A Month started February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4STARTJOBM2_I,S4 C35A_I Month started February 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4STARTJOBY2,S4 C35B Year started February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4STARTJOBY2_I,S4 C35B_I Year started February 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4OFFWORK2,S4 C36 Took month or more off besides vacation/sick: Feb 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4OFFWORK2_I,S4 C36_I Took month or more off besides vacation/sick: Feb 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4EARNAMT2,S4 C37A Amount earned for February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4EARNUNIT2,S4 C37B Amount earned pay period for February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4BENHLTH2,S4 C38A Benefits offered in Feb 2016/last job: Health insurance,F2 student instrument,0,0,0,0,F2,S4,0,
S4BENLIFE2,S4 C38B Benefits offered in Feb 2016/last job: Life insurance,F2 student instrument,0,0,0,0,F2,S4,0,
S4BENRET2,S4 C38C Benefits offered in Feb 2016/last job: Retirement/financial benefits,F2 student instrument,0,0,0,0,F2,S4,0,
S4BENEDU2,S4 C38D Benefits offered in Feb 2016/last job: Scholarship/tuition reimbursement,F2 student instrument,0,0,0,0,F2,S4,0,
S4BENVACTN2,S4 C38E Benefits offered in Feb 2016/last job: Paid vacation/sick/personal days,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKENR2,S4 C39 Worked while also attending college: February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKHRENR2,S4 C40 Hours worked while attending college: February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKNENR2,S4 C41 Worked while not attending college: February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKNENR2_I,S4 C41_I Worked while not attending college: February 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4WORKHRNENR2,S4 C42 Hours worked while not attending college: February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4WANTXHRS2,S4 C43 Wanted to work more hours: February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBSAT2,S4 C44 Job satisfaction: February 2016/last job,F2 student instrument,1,0,0,0,F2,S4,0,
S4APPRENTICE2,S4 C45 Job is apprenticeship: February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4LCNSE4JOB2,S4 C46 Job requires license from government agency: February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4LCNSE4JOB2_I,S4 C46_I Job requires license from government agency: February 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMP16FB,S4 C47 Actively looking for work in February 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPEVER,S4 C48 Ever unemployed for month/more between leaving high school and Feb 2016,F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPEVER_I,S4 C48_I Ever unemployed for month/more between leaving high school and Feb 2016 - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPDUR,S4 C49 Longest time (in months) unemployed and actively looking for work,F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPDUR_I,S4 C49_I Longest time (in months) unemployed and actively looking for work - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPFREQ,"S4 C50 How many times, lasting a month or longer, unemployed",F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPFREQ_I,"S4 C50_I How many times, lasting a month or longer, unemployed - logical inference flag",F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPCOMP,S4 C51 Received unemployment compensation,F2 student instrument,0,0,0,0,F2,S4,0,
S4UNEMPCOMP_I,S4 C51_I Received unemployment compensation - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4OCC30,S4 C52 Job at age 30: Job title,F2 student instrument,0,0,0,0,F2,S4,1,
S4OCC30CERTAIN,S4 C53 Certainty about job at age 30,F2 student instrument,0,0,0,0,F2,S4,0,
S4OCC30RELATE,S4 C54 Job at age 30 is related to February 2016/last job,F2 student instrument,0,0,0,0,F2,S4,0,
S4OCC30RELATE_I,S4 C54_I Job at age 30 is related to February 2016/last job - logical inference flag,F2 student instrument,0,0,0,0,F2,S4,0,
S4OCC30EARN,S4 C55 Expected yearly salary at age 30,F2 student instrument,0,0,0,0,F2,S4,0,
S4JOBCONTRIB,S4 C56A Importance of contributing to society compared to salary,F2 student instrument,1,0,0,0,F2,S4,0,
S4JOBBALANCE,S4 C56B Importance of balancing work and personal life compared to salary,F2 student instrument,1,0,0,0,F2,S4,0,
